,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,622402847,RBC,0.15,H,VS1,VG,VG,VG,NONE,3.38-3.42X2.16,IGI,622402847,$ 960.00,-25.75%,712.80,106.92,63.40,60.00,15.00,37.30,44.50,41.80,NONE,,,,,,SEALED,,10-07-2024,$ 144.00,$ 712.80,$ 106.92,No,S,INDIA
,622402865,RBC,0.15,G,VS2,EX,VG,VG,NONE,3.36-3.37X2.12,IGI,622402865,$ 960.00,-23.77%,731.81,109.77,62.90,57.00,14.50,34.70,44.00,41.60,NONE,,,,,,SEALED,CRYSTAL,08-07-2024,$ 144.00,$ 731.81,$ 109.77,No,S,INDIA
,622402848,RBC,0.15,H,SI1,VG,VG,VG,NONE,3.33-3.37X2.12,IGI,622402848,$ 870.00,-25.75%,645.98,96.90,63.10,60.00,16.00,37.70,42.50,40.90,NONE,,,,,,SEALED,"CRYSTAL,FEATHER,CLOUD",08-07-2024,$ 130.50,$ 645.98,$ 96.90,No,S,INDIA
,622402878,RBC,0.15,G,VS2,VG,VG,VG,NONE,3.40-3.41X2.18,IGI,622402878,$ 960.00,-24.76%,722.30,108.35,63.90,55.00,15.50,34.70,44.50,42.00,NONE,,,,,,SEALED,"CRYSTAL,CLOUD",02-07-2024,$ 144.00,$ 722.30,$ 108.35,No,S,INDIA
,622402891,RBC,0.15,H,VS2,VG,VG,VG,NONE,3.43-3.45X2.13,IGI,622402891,$ 960.00,-25.75%,712.80,106.92,61.80,56.00,15.00,34.30,42.00,40.50,NONE,,,,,,SEALED,"CRYSTAL,CLOUD",02-07-2024,$ 144.00,$ 712.80,$ 106.92,No,S,INDIA
,622402867,RBC,0.15,G,VS2,VG,VG,VG,NONE,3.33-3.36X2.12,IGI,622402867,$ 960.00,-24.76%,722.30,108.35,63.40,58.00,15.50,36.60,43.00,40.90,NONE,,,,,,SEALED,"FEATHER,CAVITY",08-07-2024,$ 144.00,$ 722.30,$ 108.35,No,S,INDIA
,622402895,RBC,0.16,H,VS1,EX,VG,VG,NONE,3.50-3.52X2.20,IGI,622402895,$ 960.00,-21.79%,750.82,120.13,62.60,57.00,15.00,34.90,44.50,41.60,NONE,,,,,,SEALED,"CRYSTAL,CLOUD",02-07-2024,$ 153.60,$ 750.82,$ 120.13,No,S,INDIA
,622402901,RBC,0.16,G,SI1,VG,VG,VG,NONE,3.39-3.44X2.19,IGI,622402901,$ 870.00,-23.77%,663.20,106.11,63.90,57.00,17.00,38.50,42.50,40.70,NONE,,,,,,SEALED,"CRYSTAL,CLOUD",02-07-2024,$ 139.20,$ 663.20,$ 106.11,No,S,INDIA
,622402888,RBC,0.16,H,VS2,EX,EX,VG,SLIGHT,3.42-3.44X2.15,IGI,622402888,$ 960.00,-29.71%,674.78,107.97,62.80,58.00,15.50,36.70,42.50,40.90,NONE,,,,,,SEALED,"CRYSTAL,CLOUD",02-07-2024,$ 153.60,$ 674.78,$ 107.97,No,S,INDIA
,622402889,RBC,0.16,G,SI1,VG,VG,VG,NONE,3.46-3.50X2.19,IGI,622402889,$ 870.00,-22.78%,671.81,107.49,63.00,58.00,15.00,35.40,43.50,41.30,NONE,,,,,,SEALED,"CLOUD,FEATHER",02-07-2024,$ 139.20,$ 671.81,$ 107.49,No,S,INDIA
,622402903,RBC,0.16,G,VS2,EX,VG,VG,NONE,3.46-3.51X2.16,IGI,622402903,$ 960.00,-21.79%,750.82,120.13,62.10,58.00,15.50,36.60,43.00,41.00,NONE,,,,,,SEALED,"CRYSTAL,NEEDLE,FEATHER",02-07-2024,$ 153.60,$ 750.82,$ 120.13,No,S,INDIA
,622402896,RBC,0.16,H,VS1,VG,VG,VG,NONE,3.36-3.39X2.16,IGI,622402896,$ 960.00,-24.76%,722.30,115.57,64.00,60.00,15.50,38.20,42.50,40.60,NONE,,,,,,SEALED,"INDENTED NATURAL,CLOUD",02-07-2024,$ 153.60,$ 722.30,$ 115.57,No,S,INDIA
,622402886,RBC,0.16,H,VS2,EX,VG,VG,NONE,3.49-3.51X2.18,IGI,622402886,$ 960.00,-22.78%,741.31,118.61,62.40,57.00,15.00,34.60,44.00,41.50,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,02-07-2024,$ 153.60,$ 741.31,$ 118.61,No,S,INDIA
,622402882,RBC,0.16,H,SI1,EX,VG,VG,NONE,3.47-3.48X2.19,IGI,622402882,$ 870.00,-24.76%,654.59,104.73,63.10,58.00,15.00,35.20,44.00,41.60,NONE,,,,,,SEALED,"FEATHER,CLOUD,CRYSTAL",02-07-2024,$ 139.20,$ 654.59,$ 104.73,No,S,INDIA
,622402885,RBC,0.16,G,VS2,VG,EX,VG,SLIGHT,3.43-3.48X2.22,IGI,622402885,$ 960.00,-29.71%,674.78,107.97,64.10,58.00,16.00,37.60,43.00,41.00,NONE,,,,,,SEALED,"CRYSTAL,CLOUD",02-07-2024,$ 153.60,$ 674.78,$ 107.97,No,S,INDIA
,622402902,RBC,0.16,H,VS1,VG,VG,VG,NONE,3.44-3.48X2.17,IGI,622402902,$ 960.00,-24.76%,722.30,115.57,62.70,59.00,15.50,37.30,42.00,40.50,NONE,,,,,,SEALED,"CRYSTAL,CLOUD,FEATHER,NEEDLE",02-07-2024,$ 153.60,$ 722.30,$ 115.57,No,S,INDIA
,622402883,RBC,0.16,G,VS2,EX,VG,VG,NONE,3.49-3.50X2.17,IGI,622402883,$ 960.00,-21.79%,750.82,120.13,62.10,57.00,15.00,34.70,43.50,41.50,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,02-07-2024,$ 153.60,$ 750.82,$ 120.13,No,S,INDIA
,622402910,RBC,0.16,H,VS1,VG,VG,VG,NONE,3.48-3.50X2.23,IGI,622402910,$ 960.00,-23.77%,731.81,117.09,63.70,58.00,16.00,37.20,44.00,41.70,NONE,,,,,,SEALED,"FEATHER,CRYSTAL,CLOUD",08-07-2024,$ 153.60,$ 731.81,$ 117.09,No,S,INDIA
,622402914,RBC,0.16,G,VS2,VG,VG,VG,NONE,3.48-3.52X2.24,IGI,622402914,$ 960.00,-22.78%,741.31,118.61,63.90,55.00,17.00,36.50,43.50,41.40,NONE,,,,,,SEALED,"FEATHER,CLOUD",08-07-2024,$ 153.60,$ 741.31,$ 118.61,No,S,INDIA
,622402894,RBC,0.16,G,SI1,EX,EX ,VG,NONE,3.45-3.49X2.14,IGI,622402894,$ 870.00,-24.76%,654.59,104.73,61.60,62.00,14.00,35.30,43.00,41.00,NONE,,,,,,SEALED,"CRYSTAL,CLOUD",08-07-2024,$ 139.20,$ 654.59,$ 104.73,No,S,INDIA
,622402898,RBC,0.16,H,VS2,EX,VG,VG,NONE,3.52-3.55X2.16,IGI,622402898,$ 960.00,-21.79%,750.82,120.13,61.10,58.00,15.00,35.20,43.50,41.30,NONE,,,,,,SEALED,,19-07-2024,$ 153.60,$ 750.82,$ 120.13,No,S,INDIA
,622402900,RBC,0.16,G,VS1,EX,EX ,VG,NONE,3.51-3.55X2.13,IGI,622402900,$ 960.00,-21.79%,750.82,120.13,60.40,61.00,13.00,33.90,43.00,41.10,NONE,,,,,,SEALED,,19-07-2024,$ 153.60,$ 750.82,$ 120.13,No,S,INDIA
,622402920,RBC,0.17,G,VS2,VG,VG,VG,NONE,3.53-3.55X2.23,IGI,622402920,$ 960.00,-20.80%,760.32,129.25,62.80,61.00,14.00,35.30,43.50,41.70,NONE,,,,,,SEALED,,10-07-2024,$ 163.20,$ 760.32,$ 129.25,No,S,INDIA
,622402918,RBC,0.17,G,VS1,EX,VG,VG,NONE,3.56-3.58X2.23,IGI,622402918,$ 960.00,-19.81%,769.82,130.87,62.50,59.00,15.50,36.70,44.00,41.50,NONE,,,,,,SEALED,,10-07-2024,$ 163.20,$ 769.82,$ 130.87,No,S,INDIA
,622402917,RBC,0.17,G,VS2,VG,VG,VG,NONE,3.51-3.55X2.20,IGI,622402917,$ 960.00,-20.80%,760.32,129.25,62.40,60.00,14.50,36.30,43.00,40.90,NONE,,,,,,SEALED,,10-07-2024,$ 163.20,$ 760.32,$ 129.25,No,S,INDIA
,622402931,RBC,0.17,G,VS1,VG,EX,VG,NONE,3.44-3.47X2.22,IGI,622402931,$ 960.00,-22.78%,741.31,126.02,64.40,57.00,16.50,37.00,42.50,40.80,NONE,,,,,,SEALED,"CRYSTAL,NEEDLE,CLOUD",02-07-2024,$ 163.20,$ 741.31,$ 126.02,No,S,INDIA
,622402932,RBC,0.17,H,VS2,EX,VG,VG,VSL,3.57-3.61X2.19,IGI,622402932,$ 960.00,-27.73%,693.79,117.94,61.10,63.00,12.50,34.10,44.50,41.70,NONE,,,,,,SEALED,"FEATHER,ETCH CHANNEL",02-07-2024,$ 163.20,$ 693.79,$ 117.94,No,S,INDIA
,622402929,RBC,0.17,G,SI1,EX,VG,VG,NONE,3.53-3.54X2.22,IGI,622402929,$ 870.00,-19.81%,697.65,118.60,62.90,56.00,15.50,34.70,44.00,41.50,NONE,,,,,,SEALED,"CLOUD,CRYSTAL",02-07-2024,$ 147.90,$ 697.65,$ 118.60,No,S,INDIA
,622402909,RBC,0.17,H,VS2,VG,VG,VG,NONE,3.48-3.53X2.23,IGI,622402909,$ 960.00,-22.78%,741.31,126.02,63.60,56.00,15.00,34.50,43.50,41.30,NONE,,,,,,SEALED,"CRYSTAL,CLOUD",08-07-2024,$ 163.20,$ 741.31,$ 126.02,No,S,INDIA
,622402907,RBC,0.17,H,VS2,EX,VG,VG,VSL,3.50-3.54X2.21,IGI,622402907,$ 960.00,-24.76%,722.30,122.79,62.80,57.00,15.00,35.30,43.50,41.30,NONE,,,,,,SEALED,CLOUD,02-07-2024,$ 163.20,$ 722.30,$ 122.79,No,S,INDIA
,622402933,RBC,0.17,G,SI1,VG,EX,VG,VSL,3.52-3.54X2.19,IGI,622402933,$ 870.00,-24.76%,654.59,111.28,61.90,64.00,13.50,35.80,43.50,41.50,NONE,,,,,,SEALED,"FEATHER,CLOUD",02-07-2024,$ 147.90,$ 654.59,$ 111.28,No,S,INDIA
,622402911,RBC,0.17,H,VVS2,VG,VG,VG,VSL,3.51-3.55X2.24,IGI,622402911,"$ 1,050.00",-30.70%,727.65,123.70,63.50,56.00,16.00,36.50,42.00,40.60,NONE,,,,,,SEALED,,10-07-2024,$ 178.50,$ 727.65,$ 123.70,No,S,INDIA
,622402908,RBC,0.17,H,SI1,VG,VG,VG,NONE,3.51-3.53X2.24,IGI,622402908,$ 870.00,-21.79%,680.43,115.67,63.80,57.00,15.50,35.10,44.00,41.60,NONE,,,,,,SEALED,,10-07-2024,$ 147.90,$ 680.43,$ 115.67,No,S,INDIA
,622402926,RBC,0.17,H,SI1,VG,VG,VG,NONE,3.46-3.51X2.20,IGI,622402926,$ 870.00,-22.78%,671.81,114.21,63.00,60.00,15.00,37.40,43.00,41.20,NONE,,,,,,SEALED,,10-07-2024,$ 147.90,$ 671.81,$ 114.21,No,S,INDIA
,622402923,RBC,0.18,H,VS2,VG,VG,VG,NONE,3.51-3.57X2.26,IGI,622402923,"$ 1,120.00",-36.64%,709.63,127.73,63.80,58.00,15.50,36.20,43.50,41.50,NONE,,,,,,SEALED,,10-07-2024,$ 201.60,$ 709.63,$ 127.73,No,S,INDIA
,622402930,RBC,0.18,H,SI1,VG,VG,VG,NONE,3.54-3.55X2.26,IGI,622402930,"$ 1,000.00",-36.64%,633.60,114.05,63.80,61.00,14.50,35.70,44.50,41.90,NONE,,,,,,SEALED,FEATHER,02-07-2024,$ 180.00,$ 633.60,$ 114.05,No,S,INDIA
,600386322,RBC,0.18,D,SI1,EX,EX,EX,NONE,3.66-3.69X2.25,IGI,600386322,"$ 1,110.00",-29.71%,780.22,140.44,61.20,61.00,14.00,35.50,43.00,41.10,NONE,,,,,,SEALED,"FEATHER,CRYSTAL,CLOUD",09-11-2023,$ 199.80,$ 780.22,$ 140.44,No,S,INDIA
,587304802,RBC,0.19,G,VS2,VG,EX,VG,NONE,3.63-3.66X2.30,IGI,587304802,"$ 1,120.00",-32.68%,753.98,143.26,62.90,58.00,15.50,36.50,42.00,40.30,NONE,,,,,,SEALED,"CRYSTAL,FEATHER",16-02-2024,$ 212.80,$ 753.98,$ 143.26,No,S,INDIA
,587304805,RBC,0.19,H,VS2,EX,EX,VG,NONE,3.73-3.76X2.27,IGI,587304805,"$ 1,120.00",-32.68%,753.98,143.26,60.60,60.00,13.00,32.90,43.50,41.40,NONE,,,,,,SEALED,"CRYSTAL,FEATHER,NEEDLE",16-02-2024,$ 212.80,$ 753.98,$ 143.26,No,S,INDIA
,587304809,RBC,0.19,H,VS2,EX,EX,VG,NONE,3.72-3.74X2.29,IGI,587304809,"$ 1,120.00",-33.67%,742.90,141.15,61.40,55.00,15.50,34.80,42.00,40.20,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD,CAVITY",15-02-2024,$ 212.80,$ 742.90,$ 141.15,No,S,INDIA
,587304812,RBC,0.21,I,VS1,EX,VG,VG,NONE,3.78-3.82X2.37,IGI,587304812,$ 960.00,-30.70%,665.28,139.71,62.10,62.00,13.00,34.30,44.50,41.90,NONE,,,,,,SEALED,"FEATHER,CLOUD",16-02-2024,$ 201.60,$ 665.28,$ 139.71,No,S,INDIA
,532270349,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.90-3.93X2.43,IGI,532270349,"$ 1,650.00",-37.63%,1029.11,236.69,62.00,59.00,14.00,34.80,44.00,41.50,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CLOUD,FEATHER",22-11-2023,$ 379.50,"$ 1,029.11",$ 236.69,No,S,INDIA
,532270346,RBC,0.23,D,VS1,EX,EX,EX,NONE,3.98-4.02X2.40,IGI,532270346,"$ 1,500.00",-32.68%,1009.80,232.25,60.00,60.00,13.00,33.40,43.50,41.10,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,CLOUD",22-11-2023,$ 345.00,"$ 1,009.80",$ 232.25,No,S,INDIA
,532270348,RBC,0.23,D,VS1,EX,EX,EX,NONE,3.98-4.01X2.42,IGI,532270348,"$ 1,500.00",-33.67%,994.95,228.84,60.50,61.00,13.00,33.90,44.00,41.50,NONE,,,,,,SEALED,CRYSTAL,22-11-2023,$ 345.00,$ 994.95,$ 228.84,No,S,INDIA
,472183014,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.95-3.98X2.38,IGI,472183014,"$ 1,650.00",-37.63%,1029.11,236.69,60.10,59.50,13.00,33.10,43.00,40.80,NONE,NB,NB,T1,C1,IDEAL CUT ROUND BRILLIANT,,"CLOUD,CRYSTAL",15-05-2021,$ 379.50,"$ 1,029.11",$ 236.69, Yes,S,INDIA
,472183101,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.89-3.92X2.45,IGI,472183101,"$ 1,650.00",-37.63%,1029.11,236.69,62.70,56.00,15.50,35.00,43.50,41.00,NONE,NB,NB,T1,C1,,,"CLOUD,FEATHER",01-06-2021,$ 379.50,"$ 1,029.11",$ 236.69, Yes,S,INDIA
,472183170,RBC,0.23,E,VVS2,EX,EX,EX,NONE,3.93-3.96X2.45,IGI,472183170,"$ 1,650.00",-38.62%,1012.77,232.94,62.20,57.00,15.00,35.00,43.50,41.30,NONE,B0,NB,T1,C0,IDEAL CUT ROUND BRILLIANT,,"CLOUD,FEATHER",12-06-2021,$ 379.50,"$ 1,012.77",$ 232.94, Yes,S,INDIA
,472183179,RBC,0.23,E,VVS2,EX,EX,EX,NONE,3.92-3.94X2.44,IGI,472183179,"$ 1,650.00",-38.62%,1012.77,232.94,62.20,57.00,15.00,35.10,43.50,41.10,NONE,NB,NB,T1,C1,IDEAL CUT ROUND BRILLIANT,,CLOUD,12-06-2021,$ 379.50,"$ 1,012.77",$ 232.94, Yes,S,INDIA
,472183191,RBC,0.23,D,VVS2,EX,VG,VG,NONE,3.88-3.92X2.38,IGI,472183191,"$ 1,650.00",-42.58%,947.43,217.91,60.80,61.00,13.50,34.90,42.50,40.50,NONE,B0,NB,T1,C0,,,"FEATHER,PINPOINT",09-06-2021,$ 379.50,$ 947.43,$ 217.91, Yes,S,INDIA
,472182572,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.89-3.91X2.43,IGI,472182572,"$ 1,650.00",-37.63%,1029.11,236.69,62.40,56.00,15.50,35.30,43.00,40.70,NONE,NB,NB,T0,C0,IDEAL CUT ROUND BRILLIANT,,CLOUD,21-04-2021,$ 379.50,"$ 1,029.11",$ 236.69, Yes,S,INDIA
,472183344,RBC,0.23,E,VVS2,EX,EX,EX,NONE,4.00-4.02X2.38,IGI,472183344,"$ 1,650.00",-37.63%,1029.11,236.69,59.40,61.50,12.50,33.40,43.50,41.40,NONE,NB,NB,T0,C0,,,FEATHER,07-07-2021,$ 379.50,"$ 1,029.11",$ 236.69, Yes,S,INDIA
,472184134,RBC,0.23,E,VVS2,EX,EX,EX,NONE,3.91-3.94X2.39,IGI,472184134,"$ 1,650.00",-38.62%,1012.77,232.94,60.80,60.00,15.00,36.10,42.50,40.30,NONE,NB,NB,T0,C0,,,"CLOUD,INDENTED NATURAL,PINPOINT",25-11-2021,$ 379.50,"$ 1,012.77",$ 232.94, Yes,S,INDIA
,472184136,RBC,0.23,E,VVS2,EX,EX,EX,NONE,3.94-3.96X2.46,IGI,472184136,"$ 1,650.00",-38.62%,1012.77,232.94,62.20,56.50,15.50,35.00,43.50,40.90,NONE,NB,B0,T0,C1,IDEAL CUT ROUND BRILLIANT,,PINPOINT,25-11-2021,$ 379.50,"$ 1,012.77",$ 232.94, Yes,S,INDIA
,472184386,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.97-4.07X2.37,IGI,472184386,"$ 1,650.00",-36.64%,1045.44,240.45,59.40,59.50,12.50,32.10,43.00,40.80,NONE,NB,NB,T0,C0,,,"CLOUD,NEEDLE",10-02-2022,$ 379.50,"$ 1,045.44",$ 240.45, Yes,S,INDIA
,472184394,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.91-3.93X2.42,IGI,472184394,"$ 1,650.00",-37.63%,1029.11,236.69,61.80,60.00,13.50,33.90,44.00,41.50,NONE,NB,NB,T1,C1,,,CRYSTAL,10-02-2022,$ 379.50,"$ 1,029.11",$ 236.69, Yes,S,INDIA
,472184398,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.87-3.90X2.47,IGI,472184398,"$ 1,650.00",-39.61%,996.44,229.18,63.70,57.00,15.50,36.10,43.00,41.10,NONE,NB,NB,T1,C1,,,NEEDLE,10-02-2022,$ 379.50,$ 996.44,$ 229.18, Yes,S,INDIA
,472184403,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.91-3.93X2.41,IGI,472184403,"$ 1,650.00",-37.63%,1029.11,236.69,61.60,58.50,14.50,34.50,43.00,40.90,NONE,NB,NB,T0,C0,IDEAL CUT ROUND BRILLIANT,,"CHIP,PINPOINT",10-02-2022,$ 379.50,"$ 1,029.11",$ 236.69, Yes,S,INDIA
,472184637,RBC,0.23,D,VVS1,EX,EX,EX,NONE,3.99-4.02X2.37,IGI,472184637,"$ 1,650.00",-36.64%,1045.44,240.45,59.10,60.00,13.00,32.90,43.00,40.90,NONE,NB,NB,CLEAN,CLEAN,,,CHIP,01-03-2022,$ 379.50,"$ 1,045.44",$ 240.45, Yes,S,INDIA
,472184639,RBC,0.23,E,VVS2,EX,EX,EX,NONE,3.91-3.94X2.40,IGI,472184639,"$ 1,650.00",-38.62%,1012.77,232.94,61.20,59.00,14.00,34.40,43.00,40.80,NONE,NB,NB,T1,C1,IDEAL CUT ROUND BRILLIANT,,FEATHER,01-03-2022,$ 379.50,"$ 1,012.77",$ 232.94, Yes,S,INDIA
,472184645,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.89-3.91X2.41,IGI,472184645,"$ 1,650.00",-37.63%,1029.11,236.69,61.80,58.00,15.00,35.70,43.00,40.70,NONE,NB,NB,T1,C1,IDEAL CUT ROUND BRILLIANT,,"FEATHER,PINPOINT",01-03-2022,$ 379.50,"$ 1,029.11",$ 236.69, Yes,S,INDIA
,472184647,RBC,0.23,D,VVS2,EX,EX,EX,NONE,3.99-4.03X2.39,IGI,472184647,"$ 1,650.00",-36.64%,1045.44,240.45,59.50,59.50,13.00,33.00,43.00,40.90,NONE,NB,NB,T1,C1,IDEAL CUT ROUND BRILLIANT,,"CAVITY,FEATHER",01-03-2022,$ 379.50,"$ 1,045.44",$ 240.45, Yes,S,INDIA
